view_count;likes;dislikes;comment_count
14487605;676734;14088;84108
255047;22327;109;1117
736459;29816;1062;3989
71767;605;72;0
1133493;10470;375;1780
3829204;75422;1939;5409
346013;21214;103;1012
313726;42259;419;306
188341;13531;302;456
920638;62756;567;8222
1796043;163000;2203;263
4178441;146212;3255;4784
1813153;98611;410;2199
1658100;85260;882;8373
351492;6793;601;498
1074956;24447;517;1521
545178;26816;545;263
377352;31650;169;942
705884;37214;954;5558
586011;17585;270;889
4145345;53106;3168;3610
11975666;55383;1972;4141
3650694;59274;2317;716
654482;32724;329;2255
871785;46617;272;2257
2396600;150923;2653;3189
2928424;29621;2284;527
22207534;218154;6007;9733
13718960;266033;5305;17071
468678;30800;1037;4080
250127;3546;28;99
1295738;85103;890;3634
1959711;15525;932;4039
616651;37028;730;6910
1908231;55382;1147;3109
18085113;794895;45114;6653
395677;21805;235;925
2895390;270679;2544;6059
233587;2790;96;1389
1616396;44621;478;3238
1287177;94553;794;2836
1182729;74338;552;9360
1267435;33498;766;923
282297;3581;165;428
781002;46912;304;379
7890664;426867;12697;7252
456669;7019;89;962
526450;5410;206;366
422147;18738;316;680
9090108;278471;5415;22569
10838856;204414;9691;667
11680678;212875;2880;2909
796203;12488;264;2132
101515;2584;241;221
336179;12564;193;1730
10413127;541788;4846;24886
955342;25658;641;810
1493562;28012;432;1544
538844;26784;388;606
735129;7813;815;1294
943531;97597;859;3297
319602;5418;123;172
3010969;131692;934;10114
205261;2287;76;1584
11843576;1030636;6054;35800
2479283;146065;827;12155
510521;10737;404;1868
1097146;93594;492;4649
169238;2477;63;655
2456977;19091;784;817
454604;48438;217;1181
844558;60041;481;1237
677879;13002;844;1818
5665122;131403;1546;9766
2047470;46578;968;3980
712522;15060;1146;3553
4959028;327284;1928;13777
935243;58897;627;2689
740460;53328;588;1554
1381793;40226;736;7477
2611996;154216;764;8058
2617852;29611;497;1147
294012;9341;186;1392
1536545;11681;576;3329
2937968;149110;801;6692
6277104;170366;4933;9395
1772958;49236;972;1820
7199047;125595;5329;7744
5169517;485725;11753;1218
177627;5046;134;223
2629250;127252;1965;8756
32030366;441465;33100;1121
171920;3077;407;460
209805;1470;61;800
88814;7018;53;153
5358114;245982;9515;23509
3754830;323672;9067;929
2162757;67916;999;2320
733265;50312;1687;1323
15343356;425657;33330;19650
645738;25020;387;1374
5266084;398501;1591;12955
602823;7525;321;1455
577502;19163;338;893
7081165;1111164;5125;112721
296666;18535;2279;1316
5492005;123468;3814;8432
7210745;843929;8030;62573
187167;3222;111;643
526925;2478;3973;5962
163060;16162;256;772
11193088;51607;9433;2918
7339305;40901;6134;432
1636819;123791;1225;3950
490293;11183;222;765
31210701;1353308;21471;21199
5991587;346554;1657;16075
361416;2525;228;133
153533;6405;142;433
332496;4636;87;804
249378;6518;170;1103
6580880;262961;4970;9096
4923709;51486;4456;1458
1307096;15405;254;1108
622609;20136;399;2642
11070091;386368;12621;30733
163736;19192;168;281
556195;17815;228;689
216661;3453;63;367
288114;7794;496;1526
935122;7759;369;484
678788;36581;348;1368
838416;4978;759;2764
19104408;175135;5959;2886
287467;1868;157;569
1930479;168622;1230;1953
1436676;12495;777;1557
1621629;95922;4296;13414
283149;1782;62;539
180778;15124;86;982
1413162;70793;570;15576
10229985;392553;30916;52241
1344563;14755;463;1219
182628;5881;221;380
428994;6036;170;2062
2170391;100237;833;1658
2615865;54198;1910;2772
3463496;136931;3714;5945
1229391;96960;1136;533
7826338;241723;2025;7390
4381978;385311;2927;2323
1136263;15114;787;5271
214955;4277;341;609
361706;9575;472;1188
7248226;296558;3236;11152
270966;18789;264;2495
16281439;1375856;44874;73437
2429328;27290;4467;12233
134577;282;114;75
1264224;46480;414;3159
873795;10253;819;329
6521526;223511;5623;15915
14533170;412721;4635;22733
2450664;58100;5888;75
3965552;273247;6205;1134
3715243;257499;1878;7190
2158018;45858;2094;2922
2107583;19866;758;2861
633836;8525;224;990
874923;11838;578;537
135654;7527;113;1558
841502;53818;886;1515
335773;1725;360;155
2777571;30649;886;9151
3463103;87817;1112;6257
1173436;12674;242;2691
1263483;12447;621;6189
1091980;11571;484;216
1488474;24571;562;2859
1684928;73824;2096;5699
87218715;501820;85090;17989
2043191;145443;1892;7692
4745111;323385;11180;14203
457068;20114;287;2863
223745;1077;60;42
1812204;62811;1160;3051
104121;2177;69;169
2348587;118169;3314;3431
405799;3949;1604;3943
926521;7807;313;403
257725;3320;62;145
1378167;10214;1049;147
486494;19748;218;2047
195312;2116;49;436
494898;46188;285;3314
3048695;84779;885;4374
1778791;120236;3418;1421
998490;6578;638;4033
2161598;29213;1194;2471
1875138;113394;7213;10626
5458630;37803;1020;2053
1021110;13892;721;300
35500003;684593;20210;26971
246048;12834;200;1213
417140;4808;84;614
120695;534;31;39
7031901;197297;3142;28696
550685;4406;316;885
2084200;23425;678;3588
9779863;205868;2118;5100
8746413;547868;2744;25174
137908;1577;30;191
6484667;171204;4231;8704
1678721;17407;957;991
739265;9883;370;5329
21414723;1258690;13435;70204
415995;7703;88;508
35892946;1238505;8606;223555
821308;31626;218;1573
7393242;36431;5028;357
2188137;124647;981;4121
593873;24458;291;2479
152540;21336;183;969
293777;16407;106;2864
1847274;15760;680;2601
988450;68278;303;5723
1336420;27221;354;1697
5593261;169431;1622;2208
2567724;159665;990;17220
1702990;115694;1021;3815
733841;4946;302;1440
2070003;86152;1713;2966
260053;970;134;213
1163129;13204;452;618
883652;32651;948;5835
563989;4857;188;3085
3902098;617906;2253;29142
84022425;2294697;141359;13397
1019674;17271;358;187
572105;9140;148;722
497908;5556;141;765
93018;228;64;0
579197;35323;350;444
7079121;253000;6113;9398
2549532;93841;972;4830
24019524;670749;8637;20640
405374;18181;116;1169
60550145;928343;20485;36189
1774241;94336;605;2657
470558;12567;495;1562
636730;29305;180;2740
16303254;408064;13732;1554
12583629;851196;8653;87956
123863873;814282;37509;24442
4580607;88605;2222;5596
5871658;217590;2042;2454
3007482;65307;1009;1840
344015;19501;228;439
691951;12612;322;2661
3207723;58729;4421;5176
304981;24155;290;2020
691110;32135;262;1387
945770;24160;251;1557
163347;13694;225;934
1655819;65517;1076;4485
2230378;176913;751;13012
1564734;24394;524;1495
2247025;108858;1913;2971
3723686;57450;1304;2586
8593857;444777;5930;11914
2190974;89828;1050;4020
4424185;140247;2497;5773
575204;18678;547;1515
1916794;159071;1001;8720
429692;8091;9126;4966
2094636;21288;2295;3045
234173;13200;160;214
2151424;58334;908;1750
160085;11196;138;98
1623832;22188;201;1792
2447248;43449;742;2790
5319386;67972;3033;3461
87727;3888;73;489
350044;9202;276;575
1907855;78900;2330;1938
5610250;228503;5791;11360
691391;83176;812;2285
8203601;189814;5821;10891
149289;13849;785;1297
3937102;57200;2124;599
1846382;81450;2837;5875
8031538;88576;4680;7749
5111806;248900;7651;16164
11843883;764813;18915;4042
11114034;474790;6063;12286
39467;97;16;4
354796;94064;59;3398
1645237;159010;1152;5987
7756326;129588;3434;11204
3785359;202572;2051;4047
4651656;197213;1954;14618
124665;1620;55;161
7121426;84146;5771;12810
3893976;272726;2482;16278
3847996;276553;2890;19723
737582;54613;223;461
93001;2306;503;1003
363718;1667;181;161
1147081;51687;958;779
3829232;92764;1073;4307
204130;18074;702;730
117827;5711;330;236
701724;30425;298;2396
1420940;11926;167;954
216732;9930;217;1007
570778;13426;530;1546
1618511;54325;1044;5273
27325634;1917345;42843;186202
1078141;9283;2200;93
850560;17894;247;2248
1866112;84470;1324;3011
936171;44740;651;1457
2102742;26674;665;2509
7136235;121528;3065;3645
1093690;15379;274;482
672546;37369;731;10120
957062;38949;1242;5287
1009339;16338;574;1459
572971;11396;258;719
109220;362;12;37
3265926;163645;1390;5640
441412;37876;451;22
656461;40954;931;2023
3158631;143240;883;4079
3602728;70010;1229;2895
14220738;976718;5925;51720
597031;28660;259;1300
536776;42645;940;2312
246377;8911;248;579
7000663;352977;6598;10773
87589;1144;11;244
54504937;465529;21464;23571
385504;59153;216;3358
2213473;319191;555;8527
104341;3288;114;193
668183;44981;1000;839
1405906;20867;892;2834
2241428;73281;1670;2595
645577;23635;1117;648
1194846;46185;556;2262
1915338;49557;98;2737
1128480;37887;395;1318
4119796;258700;2657;15981
853919;99383;817;5353
4711569;159087;31619;13170
5438738;366111;5660;2344
33636735;269758;15959;6982
10052278;778779;11465;3980
323379;1744;2472;3243
1281514;77611;476;1081
2354566;33599;568;1824
754111;33151;1185;7337
7715198;276664;4744;21010
227165;2941;189;928
1425194;20710;5521;8044
2131473;89690;1168;3556
1719878;64987;596;1653
367308;17648;78;1359
4587270;54535;2932;3764
313946;9268;147;622
13466557;108912;3122;3300
109278;9904;184;215
387342;14555;129;970
2136010;34462;625;1523
2018192;59155;1714;3918
150790;6552;492;38
7612848;257333;7233;15331
2367239;32932;3123;1690
1810137;29843;726;2754
5965817;74214;1226;1898
825208;38228;1350;5116
185820;3223;69;647
777132;12738;322;2957
2218475;60243;531;1963
1567510;87807;983;1905
29800131;900549;30776;1341
483017;31217;3097;5737
1735769;93522;2046;695
300640;8498;441;438
1129448;133771;1600;5070
11961894;370718;2718;17786
6414560;77717;1491;2807
869208;36476;482;4678
503180;2912;79;97
1282424;91706;2647;4937
58298970;3400744;105320;5021
868356;6522;424;608
1152062;20346;418;2211
15094343;1266494;14138;6597
1229380;76363;929;3609
3937666;67101;1215;4732
2150379;193582;2541;5043
366637;3188;2666;3326
14901422;286194;13725;18395
1233483;32398;431;1498
3175810;367778;3088;20274
534370;22237;230;366
106675;5003;28;276
1383186;94801;763;5653
1239018;62183;1532;5614
632244;119268;721;4101
142147;6318;338;242
1557817;103426;390;4697
4548097;212020;2944;6415
53095399;754447;30465;33239
502972;15449;165;445
6360055;163917;2490;7201
7991919;360590;4541;9908
1449499;81633;2077;2973
8789133;588125;18039;74635
298882;5720;382;1663
277359;16754;890;1759
428106;5382;239;430
2334835;46527;441;3135
4386818;223085;14573;15906
343860;15817;332;1239
159656;1109;44;68
2338074;74831;1533;4956
2042284;166561;684;10339
6120022;228159;1989;7775
424118;2519;180;528
186001;3504;80;435
929065;72273;474;6942
3055112;86978;3027;7892
1026215;68008;998;1462
2973674;148622;1866;4083
687728;30127;534;1119
4793261;311340;1762;13422
6960203;477179;4401;8242
516120;9507;103;742
1978223;46324;695;2973
2968984;182363;9963;3232
869420;31808;185;1209
11457182;127896;9666;3534
1078133;33289;1019;4627
767858;22338;325;2114
12213668;284783;2796;16344
2523407;143815;4258;15764
2515851;194369;938;10787
1106231;116950;486;3164
6143207;262662;1826;9948
41920;114;11;9
4490294;104423;1920;5189
397029;42668;1966;4958
660973;19464;421;868
2489010;20393;857;4072
3481865;133721;4973;5970
2076914;59952;1665;6392
893971;53579;480;3902
40797581;1749746;23011;122627
1716434;65073;843;1675
9014226;437779;4456;35487
2459111;85347;2195;22524
3353548;387504;5607;47119
1530069;16466;464;2203
1055691;61395;566;2494
407456;18722;319;1227
6879882;605591;5211;2603
15585429;433828;36839;756
1667888;75010;2397;2384
429116;9695;1864;1432
1748497;19619;1291;5188
19436171;330468;10132;11063
577958;2936;1746;2761
916441;7075;447;283
1295565;53915;515;2045
418666;26286;178;271
1008163;11244;2298;11015
170144;8645;120;687
169811;1982;68;162
28353585;410778;8238;14456
435536;4488;307;3277
982016;22994;1047;432
1488860;94279;1421;6739
1267897;19092;431;1767
240152;2912;47;127
1404188;10718;512;2003
400002;26672;191;1313
1451297;25169;531;1739
1286677;83514;2961;12127
4640334;123219;1526;6194
3607600;232546;1017;12879
1626940;71242;1511;5463
3379052;249912;3734;4423
760947;49825;308;1230
7289239;503681;24117;32979
1902728;77635;1240;7186
438109;27907;310;2228
6479486;213519;4257;2777
326716;2442;361;266
85295;5326;92;407
1571556;81477;1087;11331
428058;10383;1042;560
635512;5374;462;721
23914971;638374;21469;14983
220630;2128;66;1683
909782;70214;397;3144
318599;37549;135;1495
2143088;41329;800;2253
324308;22186;1069;11296
250596;16313;111;375
479295;7394;98;199
526980;10045;1636;2180
2409820;40788;991;2572
2497976;21128;981;5267
1914252;347082;945;7702
29714055;412108;22800;23029
2530192;33369;2425;1076
4541575;103196;752;2398
3747507;160402;1733;7218
2745663;96889;1090;1974
1032504;37356;1355;1651
520046;31469;781;715
633701;3574;351;1216
7185229;133543;3704;4498
27608462;97062;17993;2695
340557;12958;51;499
260389;3626;68;710
6767335;309585;1972;14942
1550196;46316;1217;5922
1906812;158334;707;17113
525083;8629;6103;2004
2941808;311170;9671;10600
527998;23188;863;1820
1063492;93265;1389;3948
1156225;43536;644;1362
1374717;59169;1229;9040
713997;55576;437;1439
1121779;29266;412;1772
1662572;32474;1073;1427
977049;90370;4112;6156
3493711;117382;2010;16289
4609781;174613;1765;8988
1576041;71697;793;2880
1179524;202447;530;7841
4359611;224840;1531;3491
21966608;1063968;31336;3598
245512;1150;68;368
326304;3336;301;1856
554603;16458;65;863
2460959;29584;868;6584
147429;2000;54;458
1844496;154589;1204;4291
1396982;8617;503;1802
227466;1337;168;119
114567;13576;82;2222
3313110;42057;1336;1555
1610173;84300;403;6244
5036121;144587;3466;4488
17230525;163651;4895;5312
694207;17448;1135;2291
1215208;69240;550;17957
4747805;182165;2295;13567
7967345;207132;4829;16846
239606;1492;67;49
261513;1349;1945;1229
719140;5808;265;685
143591;7348;23;322
266966;820;3399;2589
708541;28459;943;917
15248731;457727;6147;7846
15888118;1476448;20416;2856
711779;36463;607;4229
6884254;114010;2658;2960
5795168;241550;4417;16583
596964;23862;227;883
747348;62635;1362;2086
152724;2051;59;413
9068650;566519;6131;12690
118747;5321;57;151
1363095;66313;985;1616
1886373;22110;724;5691
267513;5473;173;313
532737;6638;484;409
2490055;28666;914;5097
8444062;235111;3451;5861
3564294;114861;4078;3024
125914;4833;76;304
964158;10548;321;1377
2760435;190323;1610;9119
331072;20018;44;1268
477038;16973;464;912
7126080;123920;3786;4246
1101107;78175;892;8009
456894;24276;284;686
8136011;984013;13821;44529
4298299;134599;836;3489
85362;641;11;191
9569266;34288;1185;1057
923657;30258;618;758
946565;10045;276;1173
4844953;397288;3738;14733
688581;25886;1910;5103
390323;31954;451;663
772419;59809;606;1295
291959;5915;279;401
188994;7785;48;147
392228;24758;682;1259
3568751;143525;1850;7254
767756;10123;3815;2111
863811;45127;581;5083
4030206;143309;2054;5808
6074788;294031;10277;5194
3285993;126752;1394;3537
25288783;484250;5351;22267
2609020;176101;2544;12323
2210977;96325;739;8487
148530;7659;178;194
9515167;859381;3511;41952
7725978;150687;4726;6486
9696673;13958;2536;2968
2065064;71807;458;2818
2438119;70705;1328;6626
6636062;603441;1614;55456
246441;34578;210;449
1243959;104169;556;3363
3224522;136125;5070;3931
525011;58717;2898;2683
1036517;14100;337;2052
17716938;1534870;5630;474053
205910;14617;205;538
181951;17428;70;515
3731982;80172;2765;3737
1781614;76648;601;3418
11346892;117078;3630;3701
736186;15624;454;3036
1824668;51392;641;2559
212203;6389;361;633
1866471;22565;635;2458
462134;6298;48;273
273267;8602;393;839
314858;10548;145;357
1753953;58675;1058;2748
452830;26960;283;948
2165442;111525;2168;1001
330337;8145;203;523
372687;24914;268;1551
2702915;39255;31860;13058
6718699;190389;2341;7062
1977558;91731;1995;3722
339403;1808;77;215
449015;19453;174;2211
3302657;53968;2610;4131
4520844;117245;3503;10309
1136268;67768;1113;5617
2458809;68757;1305;2310
6202845;118042;1134;6298
3042577;169352;1169;5401
228652;5320;123;495
512300;36635;613;1536
2589483;77751;978;3680
5840562;325936;3748;20742
13379819;1461887;3183;52197
444908;5418;91;934
12523313;294888;7407;19396
4458827;385249;6082;2543
3325206;84158;798;6748
95340;921;15;226
6378167;283158;5576;17517
2048099;12038;688;1573
256878;3708;102;792
1515451;13057;525;2297
432667;7152;320;1098
835730;28746;1523;2914
130350;2223;47;383
2913112;175642;1987;20631
3088104;253597;3484;6554
147647;1048;2426;4903
3273127;337276;3116;5719
223588;7971;87;608
550538;7409;78;684
5564752;144106;2804;10249
363842;703;2082;2245
1533978;20189;637;3976
138843;4023;217;585
6422194;100665;2646;3662
1183200;23840;323;662
872513;23043;181;2122
116526;2391;48;305
1123614;17621;167;1748
2468454;25767;4949;21932
3023975;42486;2235;2132
477568;29069;434;2223
264218;4624;57;178
352300;4816;67;375
1032957;121123;410;1000
816093;85010;832;1696
471257;2669;606;2050
1164756;104007;758;3148
5127877;111338;1435;14772
2703484;37605;6305;1256
384552;19349;184;816
5994190;302755;5349;17436
1085534;48685;929;2769
3978021;95481;1721;5843
3508697;216832;2973;5803
428775;18478;402;1751
336817144;12219447;620645;45093
2082965;145371;455;5360
432573;26525;348;2159
4694384;39130;2319;2933
598800;96344;1204;2731
7360928;276931;1703;10246
1985790;179219;743;4407
6498196;239031;1781;7240
772472;37055;462;894
2649657;410971;2845;24905
647574;34187;209;8065
100372416;2223726;54377;255353
380028;8981;240;489
802447;44387;1713;3185
5307539;195971;6152;21304
1573163;86864;1528;4361
3540360;56861;3245;9886
333032;11772;351;1682
1934023;15099;817;4252
21606720;248783;1982;35033
64489487;4231244;89664;8682
383618;23039;873;1085
546716;7172;412;1756
1242350;33611;438;1646
1772317;102446;1267;2957
3464330;43166;2484;2274
349706;7481;359;136
782031;97872;608;3489
8126858;733984;7174;34624
386225;6332;95;552
788230;30358;342;1998
3318260;46879;1534;1778
1191083;37488;836;1818
1277024;19116;344;2053
1445128;10932;560;3088
238643;8201;326;563
160094;1776;33;279
5606618;140017;12772;6654
2043281;19362;593;5321
155934;7262;48;198
811557;45165;452;4374
2030462;125798;854;5697
4418758;410510;5622;16868
4164252;72735;2654;3742
441996;6221;67;595
964696;63695;1588;6683
3727066;186474;6031;31856
4696635;283295;7385;3087
8249401;135491;6788;16790
4985432;136121;1510;7832
290087;9974;70;545
255339;8434;304;663
9089691;621871;4944;13898
1000154;23899;437;4126
735775;40167;1622;5518
65699580;677654;8829;22710
1028134;58011;2085;6390
945653;43089;2042;3225
1601011;53023;1525;2406
669133;38532;369;2107
1442178;17945;893;1841
667831;58654;353;2758
3835675;48931;1602;5090
600463;60324;740;2671
1283191;51351;480;1133
293857;8031;117;884
299251;39603;137;1076
1836161;72487;2743;1520
841725;9535;553;2242
313803;19673;76;1251
2837168;101075;2708;9832
9724935;129591;5316;9281
1425555;15741;700;720
10915517;247930;4475;9875
7778812;258647;3343;10761
295217;23518;708;1921
40544186;364563;8808;6090
114794;4230;27;474
257087;3096;34;571
36483056;963770;22085;129720
572057;8942;261;1415
3063490;304695;3089;28525
1217030;11647;679;108
14011137;750472;7667;44033
398180;21146;139;606
625270;67660;937;2848
343408;11073;116;410
337850;5314;794;2280
449621;28287;194;1298
1795929;24009;567;2324
24585458;1670048;31751;34028
417882;35457;879;3800
1997203;71641;997;2972
257200;1504;91;176
26152082;234457;28143;28491
8629619;315767;4559;18628
110858;4475;50;289
871175;13619;871;890
23860;1711;32;1
1750573;6745;760;1627
732152;53097;361;2548
1145517;30371;499;1407
538401;4130;227;717
21255053;378704;6592;16885
10401272;336037;5709;8722
6641737;455915;9018;2870
4253014;158207;2318;8948
1495025;56585;549;2504
1292170;68421;668;2119
683510;12289;249;628
2236902;16129;1181;1275
25084337;324848;22567;16694
2433754;17596;1715;522
1179882;22231;245;1893
1598671;60918;2920;989
5898452;96515;13079;8541
395861;25657;438;1433
5613905;108866;1632;2845
11793036;585114;8339;14030
500577;12720;1079;3176
12047975;142427;1480;3523
26628203;386803;7406;37200
3050437;85294;1492;11995
208359;7353;213;704
436927;10883;398;1403
2076079;59117;457;1993
147278;1134;51;268
216274;2589;121;13
986451;29390;789;5881
16338171;842717;11653;40403
842703;53626;3063;4380
1114588;23348;930;1043
721665;14376;263;1050
557297;6623;344;92
583723;19120;85;1033
52627063;2535367;64041;2828
2018199;23021;623;428
3300911;76853;1590;8885
2171332;50666;1820;1303
2802482;161678;3822;9066
954262;37989;1093;8055
5074309;399190;1511;14367
345515;9798;92;936
560594;16718;437;1680
300604;20712;99;1440
314985;4401;183;253
107855;9640;141;298
252399290;3125468;121240;135655
769344;54674;208;3886
1706980;25007;1313;966
364412;4929;1833;505
17300883;531746;6943;28924
2203802;67602;902;2408
7681921;157520;2098;3981
337759;5229;165;451
22530112;613931;10141;32129
2530236;72926;1633;2976
364467;442;38;52
11349040;292147;6434;12290
17912443;598442;8472;664618
5827902;560860;12532;14833
4891231;389452;3638;12412
1513107;35069;1585;2351
9055543;360859;3260;23957
710224;10381;265;1600
21865939;323454;14934;23701
898505;144120;795;4489
326505;8590;212;686
3318444;47441;971;2796
268859;1838;544;174
820432;38265;373;1501
2610125;180852;1766;8789
167026;10271;67;194
91762;1933;50;245
338710;16908;258;525
5498912;506698;6418;1250
2462594;73108;861;3009
58686;130;11;4
50683;134;11;3
2557723;54415;595;1477
944866;22614;567;729
6008761;113417;524;4306
360160;6161;159;1622
1444341;147814;3576;646
257086;14069;389;1027
3613963;107960;2372;6521
4257279;111690;1685;2990
2802664;215582;1144;9273
6025405;356408;4734;11459
630854;46743;1113;3801
15984110;433976;6523;14287
551545;62104;202;2904
2878400;157810;1071;3392
5124350;266662;4410;3592
403346;21206;218;1620
144720;4206;20;363
45728;4120;64;252
389940;9953;263;866
201672;17612;330;1118
433475;29187;239;1764
543460;27279;282;475
1790383;49736;1232;4081
73083022;6450829;168898;974356
822955;9561;1186;2657
404921;5567;144;995
115625;2529;157;122
10541855;151940;6692;4252
472159;3618;133;1113
1033856;7356;528;961
456953;5739;396;2159
187349;3909;84;370
286984;30504;157;5370
1624017;49495;1094;2726
309380;17761;133;1344
1662232;63035;968;2806
3470147;269218;4202;641
12015555;374947;7176;9176
6432329;204638;3535;5861
1376677;95218;725;1526
1895895;314803;4631;20969
11453960;353247;5207;26947
3708313;251193;5200;8229
11179953;169779;23066;16990
7792011;379487;4678;28207
138400;1573;55;346
52144;3488;27;592
4250535;285061;1812;20484
4574090;334372;2250;20690
10329169;164590;6827;20267
1578483;25736;477;2265
577822;17404;220;214
3156475;44190;601;2350
1063881;42494;4580;9930
2698401;126219;1690;9142
574243;27168;747;1366
588321;43492;1115;275
1947200;94621;766;5510
2497153;197070;1534;14331
3783115;320474;3101;30913
3496396;116813;1513;7466
6300679;81469;5188;5016
2135631;56079;1570;2984
4903512;238532;2651;7136
5914252;385148;4871;46402
2973077;109787;2967;6696
5467382;363323;9143;2662
351612;5796;235;1376
806509;8280;1189;175
446810;4940;108;1000
1107892;70079;1373;3124
12124220;302948;7299;11094
801567;12131;209;1288
1414578;34691;762;1797
354503;16710;226;1817
6401048;143824;88910;28086
486955;4913;204;915
591644;6591;144;741
1852700;93615;1163;2212
137282;1926;40;214
4363638;98979;1155;7244
18404232;124638;3382;7801
10871057;164544;15598;13945
4997037;185775;5023;10763
2247819;132069;4181;676
3064153;100871;3014;1645
360903;16573;276;80
205097;6697;147;890
189983;964;229;710
2609896;142842;1653;5360
3206752;218630;1892;10570
4460063;190460;2548;14535
7028159;300596;6363;46332
20173134;105461;9251;2733
14428274;461690;36930;10995
3102158;61809;1405;3095
8245096;363893;4836;9900
1711122;86102;1330;4005
289171;12729;657;199
8374568;287272;5562;12172
479282;9080;288;405
5894677;59188;3210;11823
4625996;134975;3439;9173
10600210;528090;11505;27351
354006;4870;130;706
14481146;283318;7788;11681
315224;9668;115;634
5494733;80569;2493;5549
374226;7334;114;894
293307;10880;88;355
92980;1500;36;175
34942325;1489267;66523;7411
60681;165;23;12
723031;14895;4813;2841
338266;15364;174;393
3373681;145667;3186;1837
2400829;169259;738;3822
445299;5489;170;2131
383650;14587;234;912
1649614;61039;359;1415
3637504;127608;1035;2446
58469501;1758278;20093;212861
214432;8959;458;932
3168345;38235;939;1760
5566145;266398;5326;24038
8085885;1019440;13422;43444
2315974;41867;306;2675
773912;10625;643;729
17325208;1026654;16549;45560
2504910;47754;2242;1129
218512;3668;106;267
129040;1765;30;403
299682;12805;280;598
1832557;96519;3293;10806
719602;41591;938;2133
37993990;916492;80456;372288
8549761;119968;3688;6538
2441807;211235;1221;7931
9589934;80973;9966;1538
1197512;29932;571;1966
295304;1542;168;56
268093;15690;92;351
1195221;32382;540;3608
161331;2007;107;878
191116;8708;99;188
284147;5038;198;332
3349010;169974;2728;1190
1081162;28014;1169;1778
1072766;14651;242;1218
533151;4602;337;45
37636857;1411374;14793;1095119
4168921;503758;11122;12180
756967;35141;609;686
840428;37154;90;367
38024707;987115;15490;49183
1705521;13699;523;650
748397;66661;460;5643
77997341;760728;33363;18192
1275944;50525;1349;1096
439784;18045;248;989
1732150;17850;1116;0
1006388;47784;132;20708
2614330;98038;2077;9940
1177328;30520;924;1278
262200;2330;38;460
380892;31023;691;1233
1805578;46488;824;4067
2462341;108233;628;3153
4960992;230353;1012;0
32192149;405758;4922;8984
7881148;287081;8043;26413
197234;1257;73;294
1163175;122093;3319;15874
624370;34041;268;822
1039241;22497;794;1533
17363925;917715;8495;42658
828135;43336;207;1320
2436128;133496;1581;2903
1093255;44528;611;815
2289838;51751;1239;2375
1240923;64973;1064;1629
4192073;324957;1830;13541
957280;135286;340;4085
3091901;141611;3632;17308
474157;26749;2021;670
182539;8673;94;366
1348334;19929;584;3671
472872;35901;751;5501
5809549;81482;2744;3255
2746476;210782;1532;26549
442944;2810;66;800
131147716;2734200;206089;96304
5479002;46876;766;1291
16731101;139932;4802;3639
91394;914;45;448
9660906;431326;5936;10923
8458024;137176;3560;32645
287448;4945;104;378
1477782;12350;6623;10390
2701491;40743;823;2284
3559014;227382;2215;7853
4797207;154108;9203;24085
151662;12526;120;600
334610;11255;148;856
369337;12741;271;394
4495562;161485;1646;3227
227600499;3664404;511771;12169
112037;6138;70;397
14646889;119063;2738;7118
1893860;11509;1457;213
2618359;32209;830;1593
268986;10844;178;417
3131843;180295;1066;16109
226383;7428;213;818
3082749;124504;1728;8465
27151;911;138;84
7495543;119491;2830;15814
227494;2030;237;291
154491;11999;42;930
55560;2759;43;187
618546;44243;762;5158
430973;21630;290;2093
1205822;54376;1424;660
1567218;22382;827;296
5149110;289398;21036;20605
625350;10217;170;287
10191292;655546;13746;5808
107095;2586;75;768
27958429;1465724;77374;4571
2864863;81661;1298;3697
804105;36940;611;1104
539445;25829;191;742
4483785;103234;4144;9496
289323;4154;42;245
2904752;263963;823;7184
14634404;259179;12179;104816
413104;24472;391;1669
6332886;297466;4138;17779
1716662;65360;632;3497
84711;189;44;0
539455;50530;244;2919
2021814;65991;1635;5087
798591;23568;605;1250
2533005;24573;1107;14829
26203306;329384;10209;16564
256182;3833;36;235
3023528;61912;2383;4341
1460932;30387;1145;1429
1711179;16867;751;557
7264701;443739;1767;8094
2943593;93715;3880;19653
1278649;77194;2677;4701
469174;4407;98;531
4159554;182961;4087;3762
4502126;197670;2175;11932
817483;11913;306;332
1689036;119225;1110;9386
703074;38134;248;968
65957509;1328596;17688;33406
206585;1563;304;31
971578;19024;352;3511
466621;17923;822;4583
655325;23321;157;1287
632059;12293;270;1112
3535188;183940;1789;3239
704288;5934;793;4635
257719;11088;171;521
1151269;21252;2877;2628
251348;25277;205;1653
2703023;61340;1118;1663
665355;18620;4784;5170
1173345;67441;587;1485
6284951;69644;2161;5237
739896;29130;266;2123
1217970;7596;1391;1536
783967;28008;404;1234
169415;17175;103;445
5153449;184976;1622;7229
6330520;218203;4266;13750
5246098;125409;2463;2876
988719;60830;2651;5791
1256931;32472;316;1968
2867310;124840;2583;1141
704151;15204;191;912
10018844;231328;46791;203
9269382;108710;2684;3174
4052395;46231;1107;2562
403643;5950;112;696
1070932;8899;277;940
1995295;95353;920;4014
2621303;153743;3919;33704
543587;45436;480;1528
913898;16719;618;1929
173895;5081;175;546
324754;16236;276;2105
2627326;51517;1403;5526
10504978;829045;9343;36389
498422;4853;306;1681
2997373;39659;947;4253
7726958;188672;3549;8792
